ID	HLM	MDR1	SOL	RLM	PPB_H	PPB_R
mol1047	2.199665	-0.121969	1.568788	3.503921	*	*
mol1048	2.102372	-0.407439	1.419956	3.301915	*	*
mol1049	0.675687	-0.070332	1.316809	1.875189	*	*
mol1050	0.942603	0.280975	1.410777	2.037753	*	*
mol1051	2.079322	-0.471489	1.501059	2.279532	*	*
mol1052	2.11181	1.788301	1.683047	2.028742	*	*
mol1053	0.849726	-0.237106	1.793092	2.433891	*	*
mol1054	0.675687	0.645801	1.790144	1.367617	*	*
mol1055	2.044112	0.558379	1.779596	3.172893	*	*
mol1056	1.471145	0.330644	1.675778	2.552304	*	*
mol1057	0.675687	0.383822	1.7074	1.02792	*	*
mol1058	0.675687	-0.371574	1.840921	1.02792	*	*
mol1059	0.675687	0.245028	1.487138	1.660477	*	*
mol1060	1.350616	0.609121	0.779596	2.873527	*	*
mol1061	1.980603	-0.229703	0.243038	2.72989	*	*
mol1062	0.928703	0.802604	1.724276	2.27486	*	*
mol1063	0.830717	0.18139	1.794488	1.89678	*	*
mol1064	0.675687	0.298175	1.562887	1.02792	*	*
mol1065	0.675687	-0.281311	1.356026	1.397784	*	*
mol1066	0.675687	-0.056251	1.788804	1.02792	*	*
mol1067	1.03862	0.578484	2.073718	2.65316	*	*
mol1068	0.675687	0.076743	1.546296	2.818199	*	*
mol1069	1.734055	0.868459	1.50188	2.212284	*	*
mol1070	1.366666	-0.16111	1.414472	2.618294	*	*
mol1071	1.953649	-0.291179	1.060698	2.575872	*	*
mol1072	1.600243	0.39061	1.726727	3.358959	*	*
mol1073	0.675687	-0.173676	1.608526	1.02792	*	*
mol1074	0.707996	1.306726	1.63749	1.803368	*	*
mol1075	2.099366	0.18242	1.740126	2.683415	*	*
mol1076	1.439838	0.706522	1.520745	2.05973	*	*
mol1077	2.266933	1.710587	1.846646	2.675201	*	*
mol1078	1.354953	-0.228854	1.716671	1.899005	*	*
mol1079	0.675687	0.787829	1.635283	1.73685	*	*
mol1080	1.504362	0.458426	1.639984	2.322802	*	*
mol1081	1.176236	0.526761	1.560863	2.432674	*	*
mol1082	1.389237	-0.218367	0.545307	2.118519	*	*
mol1083	0.888123	1.33828	1.683587	1.320997	*	*
mol1084	0.675687	1.283347	1.670988	1.02792	*	*
mol1085	0.675687	0.596581	1.653984	1.921166	*	*
mol1086	1.345099	-0.250395	1.738225	3.345035	*	*
mol1087	0.675687	-0.157039	1.423737	1.02792	*	*
mol1088	2.474006	-0.339893	1.683767	3.332565	*	*
mol1089	1.332762	-0.250648	1.589838	2.981805	*	*
mol1090	0.675687	2.126427	1.517855	1.403241	*	*
mol1091	2.273635	1.478418	0.267172	2.500914	*	*
mol1092	0.675687	1.365904	1.656002	1.02792	*	*
mol1093	1.658917	-0.291623	1.563006	2.662133	*	*
mol1094	1.060055	-0.075302	1.566202	1.681196	*	*
mol1095	1.414455	-0.634245	1.361917	2.164834	*	*
mol1096	2.100608	-0.067218	1.11227	2.779713	*	*
mol1097	2.08037	-0.099249	1.4843	2.985316	*	*
mol1098	0.675687	0.619805	1.96341	1.734536	*	*
mol1099	1.294444	0.631141	1.635484	2.867877	*	*
mol1100	2.063836	-0.273163	1.649627	2.91964	*	*
mol1101	1.5583	1.461941	1.750123	2.618166	*	*
mol1102	0.675687	0.859933	1.745933	1.507113	*	*
mol1103	1.468894	-0.37693	1.445137	3.22487	*	*
mol1104	1.930103	-0.196654	1.445604	2.564702	*	*
mol1105	1.608473	0.111838	1.645226	2.17856	*	*
mol1106	2.104197	0.524249	1.597805	3.335979	*	*
mol1107	1.666059	0.28762	1.728435	2.519061	*	*
mol1108	1.251492	-0.176459	1.492621	2.75576	*	*
mol1109	2.262477	0.715391	1.295567	3.122455	*	*
mol1110	1.400555	0.232413	1.628389	2.360875	*	*
mol1111	1.74101	-0.024086	1.297979	2.76236	*	*
mol1112	1.330495	-0.236323	1.591065	2.888996	*	*
mol1113	2.680779	-0.353735	1.38952	3.337312	*	*
mol1114	1.796866	0.09348	1.331427	3.659059	*	*
mol1115	2.265992	1.188176	1.464639	2.942157	*	*
mol1116	1.196121	0.706126	1.628287	2.389037	*	*
mol1117	0.675687	-0.157461	1.505014	1.482702	*	*
mol1118	2.160547	-0.182994	1.471438	3.167702	*	*
mol1119	1.70193	1.455032	1.775538	2.941472	*	*
mol1120	0.675687	0.143039	1.547775	1.536811	*	*
mol1121	0.675687	0.66503	1.59251	1.89461	*	*
mol1122	0.675687	-0.147187	1.548389	1.580435	*	*
mol1123	1.621996	0.005964	1.650502	2.477014	*	*
mol1124	1.524747	-0.327645	1.476542	2.549044	*	*
mol1125	2.071208	0.987947	0.436163	1.950321	*	*
mol1126	0.675687	1.293836	1.679064	1.02792	*	*
mol1127	1.211094	0.773781	1.92101	2.938168	*	*
mol1128	1.00638	1.53909	1.461348	2.111061	*	*
mol1129	1.293429	0.841347	1.696356	2.73246	*	*
mol1130	1.047509	0.075958	1.769377	1.02792	*	*
mol1131	0.675687	0.355665	1.67219	1.02792	*	*
mol1132	1.307196	-0.034549	1.66764	2.697532	*	*
mol1133	0.675687	1.256353	1.835817	1.043519	*	*
mol1134	2.329506	-0.218198	1.762453	3.331775	*	*
mol1135	1.570415	-0.039929	1.583879	3.082972	*	*
mol1136	1.693947	-0.644102	0.63749	1.705881	*	*
mol1137	0.675687	0.449558	1.776338	1.02792	*	*
mol1138	0.675687	0.74286	1.592177	1.84547	*	*
mol1139	0.675687	0.118087	1.735279	1.02792	*	*
mol1140	1.356122	-0.183876	1.491782	2.025908	*	*
mol1141	1.568976	-0.389628	1.408749	2.070212	*	*
mol1142	0.675687	-0.187843	1.737193	1.02792	*	*
mol1143	0.675687	0.300297	1.631545	1.02792	*	*
mol1144	1.730903	-0.195087	1.168497	2.800934	*	*
mol1145	1.531504	0.035577	1.04454	2.37072	*	*
mol1146	1.048209	-0.266458	1.104487	2.825714	*	*
mol1147	0.675687	-0.224915	1.593286	1.02792	*	*
mol1148	0.675687	-0.180403	1.732072	1.02792	*	*
mol1149	1.261049	-0.174611	1.661339	2.808805	*	*
mol1150	0.675687	0.502703	1.453624	2.276639	*	*
mol1151	2.25919	1.937869	1.746089	2.153458	*	*
mol1152	1.652604	1.337022	1.936413	2.556305	*	*
mol1153	0.675687	1.129769	1.863858	1.312748	*	*
mol1154	1.775428	-0.27063	1.668386	2.543855	*	*
mol1155	2.360465	0.012125	1.041393	3.218672	*	*
mol1156	2.650083	-0.018126	1.077368	3.288204	*	*
mol1157	1.715736	0.382653	1.382197	2.887008	*	*
mol1158	1.955577	0.408534	1.50188	1.02792	*	*
mol1159	0.675687	-0.216099	1.564548	1.961393	*	*
mol1160	0.684037	1.788616	1.63729	1.873518	*	*
mol1161	0.675687	-0.217982	1.511883	1.02792	*	*
mol1162	1.367766	0.677909	1.635986	2.117619	*	*
mol1163	1.486048	-0.19949	1.67532	2.833233	*	*
mol1164	2.159065	-0.054667	1.868527	3.174717	*	*
mol1165	0.675687	0.560078	1.510143	1.715351	*	*
mol1166	1.738313	-0.311815	1.513218	3.277879	*	*
mol1167	0.675687	0.522899	1.599446	1.680553	*	*
mol1168	1.977385	-0.193311	1.526339	3.073361	*	*
mol1169	0.675687	-0.129081	1.651181	1.58237	*	*
mol1170	1.559308	-0.128243	1.674861	2.902705	*	*
mol1171	1.058578	-0.078402	1.576341	2.521184	*	*
mol1172	2.917223	0.053279	1.54444	3.623333	*	*
mol1173	0.675687	-0.298566	0.691081	1.02792	1.72329144648	*
mol1174	0.886265	-0.247518	1.536432	2.357933	*	*
mol1175	0.675687	-0.148293	1.610128	1.360783	*	*
mol1176	2.213582	-0.101806	1.476397	3.113779	*	*
mol1177	2.720869	0.943247	1.005181	2.861773	*	*
mol1178	0.675687	-0.112817	1.556182	1.02792	*	*
mol1179	1.247998	-0.171062	0.819544	2.417447	*	*
mol1180	1.409409	0.840232	1.684845	2.488679	*	*
mol1181	2.967351	-0.018513	1.683047	3.642942	*	*
mol1182	1.797039	-0.28983	1.631849	2.43454	*	*
mol1183	2.312776	-0.302585	1.706632	2.111431	*	*
mol1184	1.468333	-0.09442	1.648458	2.742175	*	*
mol1185	2.066225	1.02772	1.77122	3.015881	*	*
mol1186	1.36661	0.723417	1.344392	2.180917	*	*
mol1187	0.675687	-0.000886	1.541205	1.969076	*	*
mol1188	1.774459	0.089201	1.465829	3.011709	*	*
mol1189	0.675687	0.570299	1.581608	1.02792	*	*
mol1190	0.701654	0.047441	1.775974	1.706923	*	*
mol1191	0.931153	1.467681	1.691965	2.541105	*	*
mol1192	1.851105	0.960937	1.783832	3.073011	*	*
mol1193	0.888685	-0.171541	1.662286	1.75171	*	*
mol1194	1.952298	-0.227777	1.40654	3.061013	*	*
mol1195	2.174365	-0.164229	1.717671	3.320933	*	*
mol1196	1.373868	0.106193	1.56134	3.052678	*	*
mol1197	0.675687	1.392466	1.694078	1.02792	*	*
mol1198	0.675687	0.120183	1.402949	1.02792	*	*
mol1199	1.259474	0.894896	1.61066	2.442799	*	*
mol1200	0.80291	0.3009	1.669596	2.74234	*	*
mol1201	0.675687	1.914019	1.880242	1.040444	*	*
mol1202	1.834669	1.660254	1.004321	2.226257	*	*
mol1203	1.403927	-0.262385	1.188647	2.280808	*	*
mol1204	0.675687	0.034186	1.654946	1.3656	*	*
mol1205	1.97004	-0.088208	1.739256	3.293057	*	*
mol1206	1.63186	1.660602	1.388101	2.217329	*	*
mol1207	1.283052	-0.182352	1.612042	2.348385	*	*
mol1208	0.675687	0.026123	1.690728	1.813928	*	*
mol1209	0.675687	0.33037	1.653791	1.816639	*	*
mol1210	0.675687	1.241999	1.553762	1.929542	*	*
mol1211	2.273703	-0.097743	1.658298	3.170272	*	*
mol1212	0.675687	0.45637	1.592066	2.466869	*	*
mol1213	0.675687	0.720381	1.632693	1.02792	1.93333541008	*
mol1214	2.361973	-0.131498	1.643453	2.994859	*	*
mol1215	0.675687	1.248951	1.653598	1.264133	*	*
mol1216	1.164293	0.903804	1.11059	1.95637	*	*
mol1217	1.811314	-0.117017	1.056905	3.038175	*	*
mol1218	1.081671	0.159784	0.130334	1.451188	*	*
mol1219	2.417628	-0.274595	0.857332	3.36409	*	*
mol1220	0.675687	-0.202719	1.72403	1.847554	*	*
mol1221	1.066587	-0.23035	1.656386	2.488247	*	*
mol1222	1.86337	-0.27788	1.619928	2.992359	*	*
mol1223	2.155184	1.290196	0.644439	2.374446	*	*
mol1224	0.675687	1.29809	1.84485	1.30771	*	*
mol1225	0.675687	0.144254	1.579097	1.780231	*	*
mol1226	1.074926	0.104708	0.713491	2.16351	*	*
mol1227	1.188647	-0.189636	1.751587	2.263447	*	*
mol1228	1.283007	0.524151	0.926342	1.713499	*	*
mol1229	2.032139	-0.127049	0.49276	2.807418	*	*
mol1230	1.765415	-0.059485	1.042182	2.736384	*	*
mol1231	0.675687	0.09924	1.717671	1.02792	*	*
mol1232	1.951231	-0.172064	1.56134	3.227191	*	*
mol1233	0.675687	0.919638	1.664078	2.463614	*	*
mol1234	0.675687	0.690308	1.401573	1.323623	*	*
mol1235	2.092875	0.438179	1.346744	3.101229	*	*
mol1236	0.764251	1.098323	1.836166	2.270546	*	*
mol1237	0.675687	0.227922	1.73183	1.02792	*	*
mol1238	0.675687	-0.052247	1.698709	1.815119	*	*
mol1239	0.920176	0.556199	1.667453	1.436115	*	*
mol1240	1.247703	0.992138	0.993877	2.098308	*	*
mol1241	0.675687	0.913027	1.710963	1.494405	*	*
mol1242	2.123371	-0.277834	1.205746	3.197581	*	*
mol1243	0.675687	0.10471	1.679882	1.02792	*	*
mol1244	0.675687	-0.335786	1.667453	3.142285	*	*
mol1245	2.518488	-0.075698	1.622628	3.140292	*	*
mol1246	0.675687	1.129089	1.407901	1.02792	*	*
mol1247	2.334295	0.259009	1.461799	3.182121	*	*
mol1248	0.675687	-0.026771	1.417638	2.410927	*	*
mol1249	2.199618	1.227241	1.429591	3.319202	*	*
mol1250	1.616455	1.738231	1.440279	1.927252	*	*
mol1251	0.675687	0.551383	1.371068	1.02792	*	*
mol1252	2.567713	0.171374	1.647383	2.974873	*	*
mol1253	2.14363	1.200341	1.471585	2.96344	*	*
mol1254	2.058229	0.046574	1.690639	2.967809	*	*
mol1255	0.675687	0.43903	1.549494	1.02792	*	*
mol1256	2.094059	-0.196207	1.873262	3.634551	*	*
mol1257	1.436624	0.430572	1.520876	2.572999	*	*
mol1258	1.122576	-0.207049	1.748731	2.674191	*	*
mol1259	0.675687	-0.179813	1.507856	1.02792	*	*
mol1260	0.675687	1.080077	1.452859	1.02792	*	*
mol1261	0.93293	-0.400703	1.941462	2.320391	*	*
mol1262	1.504076	0.628549	1.544688	2.738504	*	*
mol1263	2.470672	0.68522	1.255514	3.397295	*	*
mol1264	2.619908	-0.347232	1.396722	3.249147	*	*
mol1265	2.419346	0.296711	1.35141	3.130409	*	*
mol1266	1.31116	1.514946	1.326336	2.195543	*	*
mol1267	1.916343	1.423183	1.412293	2.705213	*	*
mol1268	1.165185	0.115193	1.699751	2.599017	*	*
mol1269	0.675687	0.025133	1.502427	2.464419	*	*
mol1270	1.115877	-0.175258	1.487704	3.313825	*	*
mol1271	0.958612	0.656607	1.762228	1.958239	*	*
mol1272	1.955409	-0.265178	1.675595	3.39996	*	*
mol1273	0.675687	0.68731	1.614897	1.02792	*	*
mol1274	0.95928	0.752098	1.728354	2.389749	*	*
mol1275	2.900556	-0.105087	1.633468	3.224234	*	*
mol1276	1.66707	0.160629	1.521138	2.406256	*	*
mol1277	0.675687	0.929419	0.290035	1.02792	*	*
mol1278	1.575834	1.513733	1.888123	1.947341	*	*
mol1279	2.128396	0.329483	0.431364	3.298423	*	*
mol1280	2.031913	0.074966	1.658965	3.279586	*	*
mol1281	1.273834	1.715893	1.694078	2.388114	*	*
mol1282	0.796852	1.244487	1.507856	1.988171	*	*
mol1283	2.279567	-0.148735	1.137037	3.236257	*	*
mol1284	2.765215	0.624089	1.599556	3.497596	*	*
mol1285	0.688687	-0.148343	1.65273	1.02792	*	*
mol1286	1.579361	0.057401	1.419791	3.178833	*	*
mol1287	0.675687	-0.22402	1.755722	1.696505	*	*
mol1288	0.675687	-0.264924	1.346353	1.463878	*	*
mol1289	0.675687	-0.106382	1.920541	1.02792	*	*
mol1290	1.30116	-0.231967	1.68842	2.678538	*	*
mol1291	0.675687	1.635838	1.753277	1.02792	*	*
mol1292	1.651055	-0.176021	1.775392	2.300606	*	*
mol1293	1.462653	0.03399	0.941014	1.875478	*	*
mol1294	0.710202	1.242366	1.843544	2.493878	*	*
mol1295	0.675687	1.995635	1.267172	1.02792	*	*
mol1296	0.964118	1.560621	1.136721	2.091336	*	*
mol1297	1.978769	-0.504341	0.409933	3.65246	*	*
mol1298	2.028612	-0.350582	1.681422	3.121231	*	*
mol1299	2.313317	1.527265	1.790496	3.164344	*	*
mol1300	1.375865	1.231146	1.507451	3.737787	*	*
mol1301	2.480079	0.456415	0.52763	3.143961	*	*
mol1302	2.479296	-0.126079	1.745387	3.311706	*	*
mol1303	1.363988	-0.173482	1.502973	1.877193	*	*
mol1304	0.87425	-0.290216	1.062206	1.905386	*	*
mol1305	1.349647	-0.076892	1.342423	2.410011	*	*
mol1306	2.390396	-0.164163	1.550962	3.079395	*	*
mol1307	1.45194	-0.244866	1.351796	2.814166	*	*
mol1308	1.966118	0.069383	1.568084	3.434143	*	*
mol1309	2.368508	-0.17952	1.466126	3.33399	*	*
mol1310	1.141857	0.800665	1.536811	2.609339	*	*
mol1311	0.675687	1.226891	1.675137	1.305566	*	*
mol1312	0.849235	-0.088578	1.391993	1.485352	*	*
mol1313	1.850481	-0.302947	1.269046	2.758597	*	*
mol1314	2.104354	-0.553463	1.069668	3.237082	*	*
mol1315	2.017467	1.678143	1.666518	2.375155	*	*
mol1316	0.675687	1.647706	1.498311	1.472917	*	*
mol1317	0.675687	1.156027	1.699838	1.469012	*	*
mol1318	0.891035	0.192431	1.528274	1.51179	*	*
mol1319	0.675687	0.251421	1.716588	2.022622	*	*
mol1320	0.675687	0.011924	1.368659	1.02792	*	*
mol1321	2.595663	-0.319593	1.644242	1.73658	*	*
mol1322	0.675687	-0.461796	1.783189	1.02792	*	*
mol1323	0.675687	1.085319	1.677607	1.426202	*	*
mol1324	1.495447	-0.187522	0.206826	2.548214	*	*
mol1325	0.675687	-0.142873	1.439333	1.210586	*	*
mol1326	0.675687	0.209601	1.570193	1.02792	*	*
mol1327	1.167524	1.454776	1.746011	2.578647	*	*
mol1328	0.675687	1.447434	1.46568	1.02792	*	*
mol1329	1.337559	0.763929	0.382017	2.646919	*	*
mol1330	0.675687	0.554103	1.491362	2.987222	*	*
mol1331	2.421791	0.168389	1.672005	3.293288	*	*
mol1332	1.599162	-0.152582	1.454692	1.919476	*	*
mol1333	0.675687	1.037577	1.70944	1.02792	*	*
mol1334	2.067692	-0.421464	1.536558	1.804392	*	*
mol1335	0.675687	1.237707	1.733839	1.02792	*	*
mol1336	1.453914	-0.28027	1.765445	2.707257	*	*
mol1337	0.675687	1.865536	1.61742	1.610351	*	*
mol1338	0.675687	0.019774	1.702861	1.02792	*	*
mol1339	0.675687	-0.047651	1.654562	1.787375	*	*
mol1340	1.526262	-0.225836	1.36661	1.898648	*	*
mol1341	1.861457	-0.564487	1.480869	2.701928	*	*
mol1342	2.426057	-0.640245	0.338456	3.144023	*	*
mol1343	0.866583	-0.24144	1.391112	1.927796	*	*
mol1344	1.950433	-0.134389	1.226084	3.120964	*	*
mol1345	2.983718	0.430909	0.926342	3.281457	*	*
mol1346	1.6205	-0.209854	1.62941	3.380313	*	*
mol1347	0.675687	-0.26603	1.548267	2.362326	*	*
mol1348	2.878301	-0.178961	0.816904	3.277171	*	*
mol1349	0.675687	-0.123932	1.724604	1.02792	*	*
mol1350	1.948491	0.531615	1.099335	2.473101	*	*
mol1351	1.183298	0.854274	1.654946	2.575492	*	*
mol1352	1.041985	-0.178121	1.428459	2.093681	*	*
mol1353	1.06457	0.007508	1.668013	1.02792	*	*
mol1354	0.675687	1.410047	1.413635	1.895975	*	*
mol1355	1.956437	1.092203	1.794349	3.352951	*	*
mol1356	1.429462	-0.339554	1.217484	2.340313	*	*
mol1357	0.675687	-0.15179	1.651084	1.084719	*	*
mol1358	1.426576	1.162467	0.814913	2.272415	*	*
mol1359	1.792013	0.629223	1.720986	2.945557	*	*
mol1360	0.706974	0.101125	1.766636	1.02792	*	*
mol1361	1.835957	0.654039	1.686547	2.843747	*	*
mol1362	1.204093	-0.209238	0.696356	2.575138	*	*
mol1363	0.847202	0.631818	1.264818	2.716878	*	*
mol1364	1.733526	0.167773	1.608526	2.684636	*	*
mol1365	1.332459	-0.099405	1.664548	2.421768	*	*
mol1366	1.121231	0.112942	1.591732	2.13953	*	*
mol1367	0.675687	0.899783	1.483302	1.02792	*	*
mol1368	1.34506	0.306592	1.824581	2.459961	*	*
mol1369	1.063971	0.503475	1.613842	1.640909	*	*
mol1370	0.675687	0.004285	1.765072	1.02792	*	*
mol1371	0.720986	1.061102	1.466868	1.132772	*	*
mol1372	0.675687	-0.322211	1.581495	1.02792	*	*
mol1373	1.988488	-0.626597	1.062582	2.773162	*	*
mol1374	0.675687	1.409873	1.905364	1.461183	*	*
mol1375	0.941263	-0.129125	1.700704	1.449201	*	*
mol1376	0.856003	0.548936	1.79706	1.449787	*	*
mol1377	0.675687	-0.041064	1.739572	1.43859	*	*
mol1378	0.675687	1.737968	1.571359	1.02792	*	*
mol1379	0.675687	0.131207	1.610873	1.02792	*	*
mol1380	0.965343	0.60836	1.329601	1.928227	*	*
mol1381	0.675687	0.189097	1.497897	1.680553	*	*
mol1382	0.675687	0.198891	1.710879	1.02792	*	*
mol1383	1.6115	0.182623	1.302764	1.824529	*	*
mol1384	1.299943	0.100529	1.350829	1.922611	*	*
mol1385	2.357904	-0.271657	1.610873	3.529047	*	*
mol1386	2.223901	0.226955	1.845408	2.451837	*	*
mol1387	1.190136	-0.142205	0.388279	2.277307	*	*
mol1388	0.675687	0.094938	0.706718	2.036972	*	*
mol1389	2.288187	-0.2085	1.624591	2.9672	*	*
mol1390	0.675687	1.914378	1.698101	1.943123	*	*
mol1391	2.174679	0.035296	1.713826	2.982273	*	*
mol1392	0.675687	-0.248877	1.405688	1.619928	*	*
mol1393	1.341474	-0.015986	1.582291	2.602669	*	*
mol1394	1.746634	-0.153481	0.693727	2.220153	*	*
mol1395	0.675687	0.82755	1.78951	1.508611	*	*
mol1396	0.877487	0.353014	1.650987	1.952507	*	*
mol1397	0.675687	0.327214	1.741152	1.02792	*	*
mol1398	1.667388	1.145125	1.546666	2.552634	*	*
mol1399	1.985202	1.727574	1.683947	2.311898	*	*
mol1400	1.84727	0.80739	1.375664	2.580433	*	*
mol1401	1.007065	-0.846715	0.741152	2.874595	*	*
mol1402	2.341915	-0.254224	1.613842	3.177943	*	*
mol1403	0.675687	-0.120933	1.614897	2.363505	*	*
mol1404	0.675687	0.901165	1.784831	1.02792	*	*
mol1405	1.834516	0.986772	1.344392	2.849635	*	*
mol1406	0.675687	1.756492	1.740363	1.298045	*	*
mol1407	2.02442	0.253819	1.79134	2.808478	*	*
mol1408	1.221153	0.198564	1.034227	1.950165	*	*
mol1409	1.454601	-0.273868	1.54133	1.947551	*	*
mol1410	1.108193	0.757582	1.62634	2.507421	*	*
mol1411	1.553118	-0.18996	1.373464	3.184427	*	*
mol1412	1.964019	1.582405	1.771955	2.445604	*	*
mol1413	2.482799	0.379553	1.875061	3.082352	*	*
mol1414	1.851252	0.350354	1.792392	2.846643	*	*
mol1415	2.747507	1.921635	1.690107	3.11897	*	*
mol1416	0.675687	-0.200512	1.371806	1.604086	*	*
mol1417	1.870626	1.661297	1.724276	2.444941	*	*
mol1418	1.915083	-0.826802	0.71265	2.10392	*	*
mol1419	1.94535	-0.293556	1.371068	2.499054	*	*
mol1420	2.057434	-0.104246	1.58995	2.651211	*	*
mol1421	1.030721	0.030535	1.558709	2.370975	*	*
mol1422	0.675687	0.544462	1.341237	1.531492	*	*
mol1423	1.173696	0.485784	0.28892	1.978151	*	*
mol1424	0.893429	0.03528	1.55461	1.93834	*	*
mol1425	2.711799	0.13645	1.54444	3.18259	*	*
mol1426	1.735024	1.087936	1.813848	2.469037	*	*
mol1427	0.675687	0.017557	1.814913	1.758026	*	*
mol1428	1.890181	0.575857	1.43377	3.015474	*	*
mol1429	1.925972	0.34764	0.4133	3.115319	*	*
mol1430	2.108508	-0.295397	1.723045	3.304961	*	*
mol1431	0.675687	0.003249	1.70105	1.02792	*	*
mol1432	1.55251	-0.747631	0.369216	2.484481	*	*
mol1433	1.377616	1.21025	1.910251	1.737654	*	*
mol1434	0.675687	1.484822	1.54444	1.992668	*	*
mol1435	0.675687	0.050852	1.205746	2.928202	*	*
mol1436	1.945872	0.459211	1.757851	2.835418	*	*
mol1437	1.430672	2.087093	1.812312	2.152527	*	*
mol1438	1.212401	0.571438	0.763428	2.419407	*	*
mol1439	1.257319	1.324201	1.755112	2.435559	*	*
mol1440	1.018034	1.70757	1.339451	2.594451	*	*
mol1441	0.675687	0.033818	1.813314	1.666696	*	*
mol1442	1.493235	-0.228849	1.103462	2.076127	*	*
mol1443	0.675687	-0.154316	1.584218	1.449046	*	*
mol1444	1.26942	-0.122378	1.761402	2.261344	*	*
mol1445	0.675687	-0.103514	1.462398	1.02792	*	*
mol1446	1.692406	-0.168202	1.201397	2.821762	*	*
mol1447	0.825361	0.162791	1.564666	1.882735	*	*
mol1448	0.675687	0.043714	1.510545	1.249736	*	*
mol1449	0.860697	0.644177	1.700704	1.835291	*	*
mol1450	0.895864	-0.079886	1.889358	1.77282	*	*
mol1451	2.408097	-0.499591	1.651956	2.87319	*	*
mol1452	0.675687	0.201686	1.624282	1.02792	*	*
mol1453	0.964307	-0.059755	1.61679	2.405223	*	*
mol1454	2.046417	-0.231157	1.354108	2.229034	*	*
mol1455	1.936524	-0.222649	1.565848	2.842059	*	*
mol1456	0.675687	-0.083499	1.603253	2.447564	*	*
mol1457	1.098055	-0.206443	1.124178	2.21045	*	*
mol1458	1.283165	-0.161734	1.597695	2.588776	*	*
mol1459	0.695569	1.541832	0.531479	2.082534	*	*
mol1460	1.165185	0.998586	1.841297	2.884571	*	*
mol1461	1.924899	-0.116954	1.260071	2.41128	*	*
mol1462	0.675687	-0.074497	1.718751	1.02792	*	*
mol1463	1.775465	1.559556	1.816407	2.980412	*	*
mol1464	2.968261	0.753541	0.591065	3.512951	*	*
mol1465	1.958005	-0.201728	1.863263	3.122647	*	*
mol1466	1.334534	-0.117194	1.748963	2.189796	*	*
mol1467	0.675687	0.788409	0.481443	2.024633	*	*
mol1468	1.590017	-0.471818	1.602819	2.75803	*	*
mol1469	0.675687	0.990555	1.630326	1.02792	*	*
mol1470	0.675687	0.0175	1.526727	1.02792	*	*
mol1471	1.794104	0.079328	1.780533	2.669835	*	*
mol1472	1.655033	0.042221	1.816771	2.937783	*	*
mol1473	0.675687	0.772272	1.858838	1.02792	*	*
mol1474	1.503709	0.313475	1.746479	2.667448	*	*
mol1475	0.675687	1.917633	1.373831	1.654571	*	*
mol1476	1.17374	-0.287664	0.963788	1.95638	*	*
mol1477	1.518106	-0.217092	1.542203	2.310266	*	*
mol1478	0.767601	-0.009634	1.574957	1.160198	*	*
mol1479	1.005952	-0.172614	1.600101	2.567173	*	*
mol1480	1.396949	-0.252744	1.283301	3.372759	*	*
mol1481	0.675687	-0.207808	1.454997	1.357401	*	*
mol1482	0.675687	-0.176356	1.512017	1.02792	*	*
mol1483	2.303548	-0.378185	1.582063	2.792557	*	*
mol1484	0.675687	-0.033532	1.581608	1.974811	*	*
mol1485	1.122936	1.042564	1.687351	2.025756	*	*
mol1486	0.675687	-0.241217	1.604226	2.645975	*	*
mol1487	1.319647	-0.193291	1.541454	2.122714	*	*
mol1488	0.675687	-0.006506	1.60455	1.02792	*	*
mol1489	2.314783	-0.095733	1.61236	3.39964	*	*
mol1490	1.120179	0.073136	1.454692	3.045559	*	*
mol1491	1.284544	0.828403	1.607455	2.451547	*	*
mol1492	0.675687	0.886108	1.017033	1.289455	*	*
mol1493	0.718336	-0.149764	1.528788	1.49492	*	*
mol1494	1.388634	1.200198	1.421604	2.260913	*	*
mol1495	1.532053	-0.053558	1.209515	2.570285	*	*
mol1496	2.22085	0.705363	0.11059	2.69649	*	*
mol1497	0.845904	1.453615	1.710963	2.094922	*	*
mol1498	0.675687	0.836348	1.727134	1.559344	*	*
mol1499	0.675687	0.535168	1.62941	1.02792	*	*
mol1500	1.130012	-0.00284	0.708421	2.011913	*	*
mol1501	1.883554	-0.31571	0.130334	2.613046	*	*
mol1502	2.831694	0.169684	1.385249	3.320451	*	*
mol1503	2.207513	0.475582	0.432969	3.278355	*	*
mol1504	1.176178	2.125246	1.560265	1.168026	*	*
mol1505	0.990028	0.194437	1.78668	1.971508	*	*
mol1506	0.675687	1.303718	1.562887	1.589067	*	*
mol1507	1.876951	-0.354724	1.073718	2.678327	*	*
mol1508	0.675687	-0.014884	1.068186	1.27591	*	*
mol1509	1.826541	-0.173164	1.380211	2.021268	*	*
mol1510	0.675687	0.019331	1.631951	1.02792	*	*
mol1511	1.152013	-0.283128	1.560863	2.095061	*	*
mol1512	1.269676	-0.304715	1.575188	2.375887	*	*
mol1513	0.675687	-0.233527	1.184691	1.490843	*	*
mol1514	2.216862	0.013183	1.757927	3.25316	*	*
mol1515	1.646717	1.189142	0.526339	2.339972	*	*
mol1516	1.530584	-0.212953	1.848435	2.663558	*	*
mol1517	0.675687	0.64404	1.779452	1.02792	*	*
mol1518	2.512514	0.002577	1.34733	3.251089	*	*
mol1519	1.748823	-0.280645	1.72214	2.30943	*	*
mol1520	1.005481	0.597886	1.54444	1.525447	*	*
